Date mutation;Nature mutation;Valeur fonciere;No voie;Type de voie;Code voie;Voie;Code postal;Commune;Code departement;Code commune;Prefixe de section;Section;No plan;No Volume;1er lot;Surface Carrez du 1er lot;2eme lot;Surface Carrez du 2eme lot;3eme lot;Surface Carrez du 3eme lot;4eme lot;Surface Carrez du 4eme lot;5eme lot;Surface Carrez du 5eme lot;Nombre de lots;Code type local;Type local;Surface reelle bati;Nombre pieces principales;Surface terrain
02/06/2020;Vente;40500000;4;AV;4975;DU PETIT FABRON;6200;NICE;6;88;;MP;179;;110;8508;;;;;;;;;1;2;Appartement;95;3;
02/06/2020;Vente;40500000;4;AV;4975;DU PETIT FABRON;6200;NICE;6;88;;MP;179;;44;8508;;;;;;;;;1;3;D̩pendance;0;0;
05/06/2020;Vente;22480000;151;BD;3820;DE LA MADELEINE;6000;NICE;6;88;;MS;95;;73;7925;;;;;;;;;1;2;Appartement;80;4;
05/06/2020;Vente;22480000;151;BD;3820;DE LA MADELEINE;6000;NICE;6;88;;MS;95;;142;;;;;;;;;;1;3;D̩pendance;0;0;
09/06/2020;Vente;9300000;33;AV;3550;DE LA LANTERNE;6200;NICE;6;88;;NW;290;;2132;;2213;3226;;;;;;;2;2;Appartement;33;2;
11/06/2020;Vente;53450000;44;BD;4483;NAPOLEON III;6200;NICE;6;88;;NB;139;;588;;;;;;;;;;1;3;D̩pendance;0;0;
11/06/2020;Vente;53450000;44;BD;4483;NAPOLEON III;6200;NICE;6;88;;NB;139;;532;;735;;;;;;;;2;2;Appartement;85;3;
12/06/2020;Vente;2600000;162;AV;1805;CYRILLE BESSET;6100;NICE;6;88;;EA;13;;43;;;;;;;;;;1;3;D̩pendance;0;0;
05/06/2020;Vente;15000000;13;BD;6485;DU TZAREWITCH;6000;NICE;6;88;;MI;195;;121;;36;;98;;;;;;3;2;Appartement;58;2;
17/06/2020;Vente;22650000;23;AV;3734;LOUIS CAPPATTI;6200;NICE;6;88;;OI;362;;50;;;;;;;;;;1;2;Appartement;48;2;
17/06/2020;Vente;22650000;23;AV;3734;LOUIS CAPPATTI;6200;NICE;6;88;;OI;362;;21;;;;;;;;;;1;3;D̩pendance;0;0;
19/06/2020;Vente;34000000;46;AV;1250;CERNUSCHI;6100;NICE;6;88;;EH;6;;28;;;;;;;;;;1;3;D̩pendance;0;0;
19/06/2020;Vente;34000000;46;AV;1250;CERNUSCHI;6100;NICE;6;88;;EH;6;;207;;45;;;;;;;;2;2;Appartement;85;3;
12/06/2020;Vente;12000000;278;AV;1045;DE LA CALIFORNIE;6200;NICE;6;88;;NW;228;;58;;;;;;;;;;1;3;D̩pendance;0;0;
12/06/2020;Vente;12000000;278;AV;1045;DE LA CALIFORNIE;6200;NICE;6;88;;NW;228;;28;;76;;;;;;;;2;2;Appartement;22;1;
18/06/2020;Vente;21000000;26;AV;5960;SAINT SYLVESTRE;6100;NICE;6;88;;DZ;129;;62;6415;8;;;;;;;;2;2;Appartement;71;3;
18/06/2020;Vente;21000000;26;AV;5960;SAINT SYLVESTRE;6100;NICE;6;88;;DZ;129;;98;;;;;;;;;;1;3;D̩pendance;0;0;
19/06/2020;Vente;157500000;93;ACH;3545;ANC CHE DE LA LANTERNE;6200;NICE;6;88;;NO;59;;;;;;;;;;;;0;1;Maison;200;7;1590
19/06/2020;Vente;157500000;93;ACH;3545;ANC CHE DE LA LANTERNE;6200;NICE;6;88;;NO;59;;;;;;;;;;;;0;1;Maison;200;7;445
12/06/2020;Vente;22300000;201;AV;3550;DE LA LANTERNE;6200;NICE;6;88;;NO;33;;154;;;;;;;;;;1;3;D̩pendance;0;0;
12/06/2020;Vente;22300000;201;AV;3550;DE LA LANTERNE;6200;NICE;6;88;;NO;33;;231;;252;5328;;;;;;;2;2;Appartement;54;2;
26/06/2020;Vente;42000000;93;BD;2188;EDOUARD HERRIOT;6200;NICE;6;88;;MP;167;;113;;152;;;;;;;;2;2;Appartement;90;3;
18/06/2020;Vente;20452000;27;AV;5260;PRIMEROSE;6000;NICE;6;88;;MI;17;;15;;8;5692;;;;;;;2;2;Appartement;60;3;
09/06/2020;Vente;9500000;188;AV;2370;DE FABRON;6200;NICE;6;88;;NK;66;;145;2249;47;;;;;;;;2;2;Appartement;24;1;
11/06/2020;Vente;13100000;1;AV;2850;GENERAL WEYGAND;6000;NICE;6;88;;MH;296;;1124;;;;;;;;;;1;3;D̩pendance;0;0;
11/06/2020;Vente;13100000;5;AV;2850;GENERAL WEYGAND;6000;NICE;6;88;;MH;296;;1113;;1176;;;;;;;;2;2;Appartement;58;2;
10/06/2020;Vente;6550000;71;AV;4965;DE PESSICART;6100;NICE;6;88;;MD;19;;352;4648;;;;;;;;;1;2;Appartement;46;2;
10/06/2020;Vente;62900000;109;AV;2705;DE GAIRAUT;6100;NICE;6;88;;EM;9;;161;;162;;169;110,44;;;;;3;1;Maison;107;4;
10/06/2020;Vente;62900000;109;AV;2705;DE GAIRAUT;6100;NICE;6;88;;EM;9;;5;;;;;;;;;;1;3;D̩pendance;0;0;
22/06/2020;Vente;14075000;51;BD;4425;DE MONTREAL;6200;NICE;6;88;;NM;164;;95;;;;;;;;;;1;3;D̩pendance;0;0;
22/06/2020;Vente;14075000;51;BD;4425;DE MONTREAL;6200;NICE;6;88;;NM;164;;15;;17;2456;;;;;;;2;2;Appartement;26;1;
15/06/2020;Vente;18441400;39;AV;3217;HENRI MATISSE;6200;NICE;6;88;;NY;274;;788;;;;;;;;;;1;3;D̩pendance;0;0;
15/06/2020;Vente;18441400;7;RUE;3374;JEAN MERMOZ;6200;NICE;6;88;;NY;274;;683;8018;;;;;;;;;1;2;Appartement;80;4;
19/06/2020;Vente;32000000;301;CHE;6364;DE TERRON;6200;NICE;6;88;;MX;115;;28;;;;;;;;;;1;2;Appartement;60;3;
19/06/2020;Vente;32000000;301;CHE;6364;DE TERRON;6200;NICE;6;88;;MX;115;;5;;;;;;;;;;1;3;D̩pendance;0;0;
19/06/2020;Vente;32000000;301;CHE;6364;DE TERRON;6200;NICE;6;88;;MX;115;;4;;;;;;;;;;1;3;D̩pendance;0;0;
16/06/2020;Vente;24500000;82;CHE;3852;DE LA MADONETTE DE TERRON;6200;NICE;6;88;;NA;119;;10;;;;;;;;;;1;3;D̩pendance;0;0;
16/06/2020;Vente;24500000;82;CHE;3852;DE LA MADONETTE DE TERRON;6200;NICE;6;88;;NA;119;;30;5409;;;;;;;;;1;2;Appartement;54;3;
28/05/2020;Vente;6200000;78;AV;4965;DE PESSICART;6100;NICE;6;88;;LW;419;;34;;4;1831;;;;;;;2;2;Appartement;40;3;
29/06/2020;Vente;21700000;99;AV;1805;CYRILLE BESSET;6100;NICE;6;88;;EA;236;;174;;186;;;;;;;;2;2;Appartement;63;4;
25/05/2020;Vente;18000000;185;AV;6035;SAINTE MARGUERITE;6200;NICE;6;88;;OE;2;;192;;;;;;;;;;1;3;D̩pendance;0;0;
25/05/2020;Vente;18000000;185;AV;6035;SAINTE MARGUERITE;6200;NICE;6;88;;OE;2;;17;;34;;;;;;;;2;2;Appartement;58;3;
08/06/2020;Vente;15500000;261;PROM;240;DES ANGLAIS;6200;NICE;6;88;;NH;136;;35;;4;4032;;;;;;;2;2;Appartement;40;1;
05/06/2020;Vente;18200000;222;BD;3820;DE LA MADELEINE;6000;NICE;6;88;;MS;36;;247;;;;;;;;;;1;3;D̩pendance;0;0;
05/06/2020;Vente;18200000;222;BD;3820;DE LA MADELEINE;6000;NICE;6;88;;MS;36;;324;5929;;;;;;;;;1;2;Appartement;60;3;
05/06/2020;Vente;30000000;79;AV;1715;CORNICHE FLEURIE;6200;NICE;6;88;;OI;181;;1040;;;;;;;;;;1;3;D̩pendance;0;0;
05/06/2020;Vente;30000000;16;AV;267;ANTOINE MARTIN;6200;NICE;6;88;;OI;181;;7;;;;;;;;;;1;3;D̩pendance;0;0;
05/06/2020;Vente;30000000;79;AV;1715;CORNICHE FLEURIE;6200;NICE;6;88;;OI;181;;1055;;;;;;;;;;1;2;Appartement;64;3;
09/06/2020;Vente;33000000;96;AV;1715;CORNICHE FLEURIE;6200;NICE;6;88;;NM;218;;5110;6993;;;;;;;;;1;2;Appartement;69;3;
04/06/2020;Vente;18200000;133;AV;6035;SAINTE MARGUERITE;6200;NICE;6;88;;OE;49;;330;;360;;;;;;;;2;2;Appartement;56;3;
22/06/2020;Vente;20535800;54;AV;5380;DU RAY;6100;NICE;6;88;;EH;375;;1193;7496;1267;;;;;;;;2;2;Appartement;74;5;
16/06/2020;Vente;5000000;4;AV;4975;DU PETIT FABRON;6200;NICE;6;88;;MP;179;;58;1280;;;;;;;;;1;2;Appartement;12;1;
16/06/2020;Vente;29000000;193;PROM;240;DES ANGLAIS;6200;NICE;6;88;;NE;362;;44;;86;5166;;;;;;;2;2;Appartement;51;2;
05/06/2020;Vente en l'̩tat futur d'ach̬vement;26440000;;BD;3316;DES JARDINIERS;6200;NICE;6;88;;CA;80;;11018;;;;;;;;;;1;;;;;
09/06/2020;Vente en l'̩tat futur d'ach̬vement;22390000;;BD;3316;DES JARDINIERS;6200;NICE;6;88;;CA;80;;10046;;;;;;;;;;1;;;;;
10/06/2020;Vente en l'̩tat futur d'ach̬vement;23690000;;BD;3316;DES JARDINIERS;6200;NICE;6;88;;CA;80;;10058;;;;;;;;;;1;;;;;
29/05/2020;Vente;13900000;54;RTE;1070;DE CANTA GALET;6200;NICE;6;88;;MV;52;;22;;;;;;;;;;1;3;D̩pendance;0;0;
29/05/2020;Vente;13900000;54;RTE;1070;DE CANTA GALET;6200;NICE;6;88;;MV;52;;21;;;;;;;;;;1;3;D̩pendance;0;0;
29/05/2020;Vente;13900000;54;RTE;1070;DE CANTA GALET;6200;NICE;6;88;;MV;52;;59;;;;;;;;;;1;2;Appartement;49;2;
18/06/2020;Vente;12000000;38;CHE;5227;DE LA POUNCIA;6200;NICE;6;88;;BO;78;;;;;;;;;;;;0;;;;;5667
18/06/2020;Vente;12000000;34;CHE;5227;DE LA POUNCIA;6200;NICE;6;88;;BO;85;;;;;;;;;;;;0;;;;;137
17/06/2020;Vente;29400000;15;AV;1715;CORNICHE FLEURIE;6200;NICE;6;88;;NS;135;;118;;174;;;;;;;;2;2;Appartement;76;3;
17/06/2020;Vente;29400000;15;AV;1715;CORNICHE FLEURIE;6200;NICE;6;88;;NS;135;;133;;;;;;;;;;1;3;D̩pendance;0;0;
04/06/2020;Vente en l'̩tat futur d'ach̬vement;26690000;;BD;3316;DES JARDINIERS;6200;NICE;6;88;;CA;80;;13054;;;;;;;;;;1;;;;;
02/06/2020;Vente;32400000;1;RUE;2665;FREDERIC PASSY;6000;NICE;6;88;;KX;123;;178;;210;;;;;;;;2;2;Appartement;72;2;
08/06/2020;Vente;12400000;200;AV;1045;DE LA CALIFORNIE;6200;NICE;6;88;;NH;142;;161;;53;;;;;;;;2;2;Appartement;32;1;
04/06/2020;Vente;27000000;308;AV;6035;SAINTE MARGUERITE;6200;NICE;6;88;;OM;300;;38;6023;;;;;;;;;1;2;Appartement;60;3;
04/06/2020;Vente;27000000;308;AV;6035;SAINTE MARGUERITE;6200;NICE;6;88;;OM;300;;29;;;;;;;;;;1;3;D̩pendance;0;0;
04/06/2020;Vente;27000000;308;AV;6035;SAINTE MARGUERITE;6200;NICE;6;88;;OM;300;;11;;;;;;;;;;1;3;D̩pendance;0;0;
05/06/2020;Vente;39000000;179;AV;1715;CORNICHE FLEURIE;6200;NICE;6;88;;CE;100;;152;;;;;;;;;;1;3;D̩pendance;0;0;
05/06/2020;Vente;39000000;179;AV;1715;CORNICHE FLEURIE;6200;NICE;6;88;;CE;100;;18;9330;;;;;;;;;1;1;Maison;87;4;
02/06/2020;Vente;18500000;6;AV;980;BUENOS AYRES;6000;NICE;6;88;;MH;109;;20;;34;7553;;;;;;;2;2;Appartement;78;3;
02/06/2020;Vente;18500000;6;AV;980;BUENOS AYRES;6000;NICE;6;88;;MH;109;;19;;;;;;;;;;1;2;Appartement;80;3;
18/06/2020;Vente;3300000;25;AV;267;ANTOINE MARTIN;6200;NICE;6;88;;OI;293;;142;;;;;;;;;;1;3;D̩pendance;0;0;
16/06/2020;Vente;35500000;4;AV;1376;DES CHENES LAS PLANAS;6100;NICE;6;88;;DY;170;;131;;;;;;;;;;1;3;D̩pendance;0;0;
16/06/2020;Vente;35500000;4;AV;1376;DES CHENES LAS PLANAS;6100;NICE;6;88;;DY;170;;228;;301;7142;;;;;;;2;2;Appartement;65;2;
18/06/2020;Vente;24100000;66;AV;3550;DE LA LANTERNE;6200;NICE;6;88;;NV;284;;315;;342;;;;;;;;2;2;Appartement;75;3;
15/06/2020;Vente;16800000;42;RUE;1365;CHATEAUNEUF;6000;NICE;6;88;;KX;3;;17;7093;;;;;;;;;1;2;Appartement;72;3;
12/06/2020;Vente;22900000;23;AV;3734;LOUIS CAPPATTI;6200;NICE;6;88;;OI;362;;3;;;;;;;;;;1;3;D̩pendance;0;0;
12/06/2020;Vente;22900000;23;AV;3734;LOUIS CAPPATTI;6200;NICE;6;88;;OI;362;;49;4976;;;;;;;;;1;2;Appartement;49;2;
05/06/2020;Vente;21045000;112;AV;6035;SAINTE MARGUERITE;6200;NICE;6;88;;NP;186;;728;;812;5324;;;;;;;2;2;Appartement;54;2;
25/06/2020;Vente;20500000;9004;AV;5425;RENE MAURICE;6000;NICE;6;88;;MH;38;;30;;;;;;;;;;1;2;Appartement;45;2;
24/06/2020;Vente;2550000;13;AV;2675;FREMONT;6200;NICE;6;88;;NW;32;;7;;;;;;;;;;1;3;D̩pendance;0;0;
26/06/2020;Vente;25650000;27;RUE;1365;CHATEAUNEUF;6000;NICE;6;88;;KX;77;;17;;38;7881;;;;;;;2;2;Appartement;73;3;
22/06/2020;Vente;22400000;5;AV;5385;RAYMOND FERAUD;6200;NICE;6;88;;NW;148;;28;;47;7348;;;;;;;2;2;Appartement;80;4;
22/06/2020;Vente;22400000;5;AV;5385;RAYMOND FERAUD;6200;NICE;6;88;;NW;148;;120;;;;;;;;;;1;3;D̩pendance;0;0;
23/06/2020;Vente;9600000;54;AV;900;DE LA BORNALA;6200;NICE;6;88;;MR;365;;50;2050;;;;;;;;;1;2;Appartement;20;1;
19/06/2020;Vente;20600000;135;AV;6035;SAINTE MARGUERITE;6200;NICE;6;88;;OE;47;;231;;409;6290;;;;;;;2;2;Appartement;64;3;
19/06/2020;Vente;20600000;135;AV;6035;SAINTE MARGUERITE;6200;NICE;6;88;;OE;47;;729;;;;;;;;;;1;3;D̩pendance;0;0;
26/06/2020;Vente;8000000;85;AV;5690;SAINT AUGUSTIN;6200;NICE;6;88;;NX;22;;994;3170;;;;;;;;;1;2;Appartement;32;1;
24/06/2020;Vente;17700000;54;AV;5380;DU RAY;6100;NICE;6;88;;EH;375;;154;;66;;;;;;;;2;2;Appartement;63;4;
25/06/2020;Vente;20500000;22;RUE;3358;JEAN CANAVESE;6100;NICE;6;88;;EA;416;;142;;;;;;;;;;1;3;D̩pendance;0;0;
25/06/2020;Vente;20500000;22;RUE;3358;JEAN CANAVESE;6100;NICE;6;88;;EA;416;;181;4941;89;;;;;;;;2;2;Appartement;49;2;
25/06/2020;Vente;28000000;61;BD;2188;EDOUARD HERRIOT;6200;NICE;6;88;;MP;38;;2;;72;4106;;;;;;;2;2;Appartement;40;2;
26/06/2020;Vente;8600000;11;CHE;5439;DU RESERV DE LA PASTORELL;6200;NICE;6;88;;NK;141;;6;;;;;;;;;;1;3;D̩pendance;0;0;
26/06/2020;Vente;8600000;11;CHE;5439;DU RESERV DE LA PASTORELL;6200;NICE;6;88;;NK;141;;27;;;;;;;;;;1;2;Appartement;18;1;
05/06/2020;Vente;50000000;86;AV;5357;RAOUL DUFY;6200;NICE;6;88;;NO;34;;28;;54;;;;;;;;2;2;Appartement;62;3;
05/06/2020;Vente;50000000;86;AV;5357;RAOUL DUFY;6200;NICE;6;88;;NO;34;;25;;;;;;;;;;1;3;D̩pendance;0;0;
05/06/2020;Vente;50000000;86;AV;5357;RAOUL DUFY;6200;NICE;6;88;;NO;34;;24;;;;;;;;;;1;3;D̩pendance;0;0;
05/06/2020;Vente;16800000;12;AV;5135;DES PINS;6200;NICE;6;88;;NX;43;;18;;53;5705;;;;;;;2;2;Appartement;57;3;
30/06/2020;Vente;20400000;10;AV;3217;HENRI MATISSE;6200;NICE;6;88;;NR;7;;229;;46;5603;;;;;;;2;2;Appartement;57;3;
05/06/2020;Vente;80000000;6;AV;6310;SUZANNE LENGLEN;6000;NICE;6;88;;MH;246;;64;;;;;;;;;;1;3;D̩pendance;0;0;
05/06/2020;Vente;80000000;6;AV;6310;SUZANNE LENGLEN;6000;NICE;6;88;;MH;246;;33;;50;;;;;;;;2;2;Appartement;75;3;
05/06/2020;Vente;80000000;6;AV;6310;SUZANNE LENGLEN;6000;NICE;6;88;;MH;246;;20;;49;11775;;;;;;;2;2;Appartement;48;2;
16/06/2020;Vente;38000000;22;BD;3267;IMPERATRICE EUGENIE;6200;NICE;6;88;;NB;250;;113;;;;;;;;;;1;3;D̩pendance;0;0;
16/06/2020;Vente;38000000;22;BD;3267;IMPERATRICE EUGENIE;6200;NICE;6;88;;NB;250;;46;;;;;;;;;;1;3;D̩pendance;0;0;
16/06/2020;Vente;38000000;22;BD;3267;IMPERATRICE EUGENIE;6200;NICE;6;88;;NB;250;;66;7209;;;;;;;;;1;2;Appartement;75;3;
16/06/2020;Vente;38000000;22;BD;3267;IMPERATRICE EUGENIE;6200;NICE;6;88;;NB;250;;100;;;;;;;;;;1;3;D̩pendance;0;0;
03/06/2020;Vente;19161200;203;AV;6035;SAINTE MARGUERITE;6200;NICE;6;88;;OE;2;;125;;;;;;;;;;1;3;D̩pendance;0;0;
03/06/2020;Vente;19161200;203;AV;6035;SAINTE MARGUERITE;6200;NICE;6;88;;OE;2;;140;;159;6863;;;;;;;2;2;Appartement;69;4;
03/06/2020;Vente;20600000;1;RUE;1294;CHANOINE CASTELLANA;6100;NICE;6;88;;EH;270;;177;;250;;;;;;;;2;2;Appartement;31;2;
03/06/2020;Vente;11580000;54;AV;5380;DU RAY;6100;NICE;6;88;;EH;375;;511;;557;;;;;;;;2;2;Appartement;63;4;
05/06/2020;Vente;32900000;156;AV;6035;SAINTE MARGUERITE;6200;NICE;6;88;;NP;19;;17;;;;;;;;;;1;3;D̩pendance;0;0;
05/06/2020;Vente;32900000;156;AV;6035;SAINTE MARGUERITE;6200;NICE;6;88;;NP;19;;10;;15;;;;;;;;2;2;Appartement;103;4;
19/06/2020;Vente;13200000;6;AV;5170;DES PLATANES;6100;NICE;6;88;;EA;431;;153;;46;;;;;;;;2;2;Appartement;112;5;
10/06/2020;Vente;3000000;109;AV;2705;DE GAIRAUT;6100;NICE;6;88;;EM;9;;151;;;;;;;;;;1;3;D̩pendance;0;0;
19/06/2020;Vente;31500000;2;RUE;6441;DE LA TOUR DE MAGNAN;6000;NICE;6;88;;MN;177;;107;;172;;;;;;;;2;2;Appartement;60;2;
19/06/2020;Vente;31500000;2;RUE;6441;DE LA TOUR DE MAGNAN;6000;NICE;6;88;;MN;177;;41;;;;;;;;;;1;3;D̩pendance;0;0;
18/06/2020;Vente;38300000;132;RUE;2595;DE FRANCE;6000;NICE;6;88;;MO;131;;7;;;;;;;;;;1;3;D̩pendance;0;0;
18/06/2020;Vente;38300000;132;RUE;2595;DE FRANCE;6000;NICE;6;88;;MO;131;;34;7980;;;;;;;;;1;2;Appartement;77;3;
22/06/2020;Vente;15400000;64;AV;1045;DE LA CALIFORNIE;6200;NICE;6;88;;NE;139;;53;;;;;;;;;;1;2;Appartement;44;2;
17/06/2020;Vente;80544000;3;BD;2755;GAMBETTA;6000;NICE;6;88;;KW;252;;;16100;;;;;;;;;1;2;Appartement;158;5;
17/06/2020;Vente;80544000;10;RUE;5895;SAINT PHILIPPE;6000;NICE;6;88;;KW;446;;128;;;;;;;;;;1;3;D̩pendance;0;0;
17/06/2020;Vente;80544000;10;RUE;5895;SAINT PHILIPPE;6000;NICE;6;88;;KW;446;;98;;;;;;;;;;1;3;D̩pendance;0;0;
04/06/2020;Vente;32200000;9020;AV;1376;DES CHENES LAS PLANAS;6100;NICE;6;88;;DY;182;;18;;38;;;;;;;;2;2;Appartement;88;3;
04/06/2020;Vente;32200000;9020;AV;1376;DES CHENES LAS PLANAS;6100;NICE;6;88;;DY;182;;3;;;;;;;;;;1;3;D̩pendance;0;0;
11/06/2020;Vente;3000000;9;RUE;1790;CROS DE CAPEU;6100;NICE;6;88;;LW;601;;89;;;;;;;;;;1;3;D̩pendance;0;0;
12/06/2020;Vente;14500000;2;CHE;1521;DU COL DE BAST;6100;NICE;6;88;;DY;285;;124;;134;;;;;;;;2;2;Appartement;61;4;
15/06/2020;Vente;25900000;6;RUE;3470;JOSEPH FRICERO;6000;NICE;6;88;;KW;268;;12;6895;;;;;;;;;1;2;Appartement;67;3;
11/06/2020;Vente;2700000;3;AV;2810;GAY;6000;NICE;6;88;;MH;271;;523;;;;;;;;;;1;3;D̩pendance;0;0;
29/05/2020;Vente;28500000;16;AV;4625;PADERI;6200;NICE;6;88;;ND;162;;6;;8;7202;;;;;;;2;2;Appartement;73;4;
15/06/2020;Vente;34000000;4;RUE;3205;HENRI CORDIER;6000;NICE;6;88;;MO;467;;58;;;;;;;;;;1;3;D̩pendance;0;0;
15/06/2020;Vente;34000000;4;RUE;3205;HENRI CORDIER;6000;NICE;6;88;;MO;467;;32;;47;7787;;;;;;;2;2;Appartement;77;3;
15/06/2020;Vente;10000000;148;AV;1045;DE LA CALIFORNIE;6200;NICE;6;88;;NH;309;;69;3049;;;;;;;;;1;2;Appartement;30;1;
25/06/2020;Vente;23500000;301;COR;3887;DE MAGNAN;6000;NICE;6;88;;LZ;174;;133;6293;;;;;;;;;1;2;Appartement;63;3;
09/06/2020;Vente;4000000;68;RTE;3020;DE GRENOBLE;6200;NICE;6;88;;OD;30;;128;;129;;130;;131;;;;4;4;Local industriel. commercial ou assimil̩;234;0;
09/06/2020;Vente;4000000;68;RTE;3020;DE GRENOBLE;6200;NICE;6;88;;OD;30;;129;;130;;131;;;;;;3;4;Local industriel. commercial ou assimil̩;44;0;
09/06/2020;Vente;40000000;68;RTE;3020;DE GRENOBLE;6200;NICE;6;88;;OD;30;;258;18092;;;;;;;;;1;4;Local industriel. commercial ou assimil̩;190;0;
26/06/2020;Vente;11200000;103;AV;1805;CYRILLE BESSET;6100;NICE;6;88;;EA;253;;59;3063;;;;;;;;;1;2;Appartement;30;1;
29/06/2020;Vente;2700000;126;AV;1045;DE LA CALIFORNIE;6200;NICE;6;88;;NE;229;;36;;;;;;;;;;1;3;D̩pendance;0;0;
05/06/2020;Echange;20000000;25;AV;3478;JOSEPH GIORDAN;6200;NICE;6;88;;NT;223;;613;;641;;;;;;;;2;2;Appartement;52;2;
05/06/2020;Echange;20000000;25;AV;3478;JOSEPH GIORDAN;6200;NICE;6;88;;NT;223;;68;;;;;;;;;;1;3;D̩pendance;0;0;
26/06/2020;Vente;36000000;26;BD;4425;DE MONTREAL;6200;NICE;6;88;;NM;204;;107;;;;;;;;;;1;3;D̩pendance;0;0;
26/06/2020;Vente;36000000;26;BD;4425;DE MONTREAL;6200;NICE;6;88;;NM;204;;144;;92;;;;;;;;2;2;Appartement;43;2;
26/06/2020;Vente;36000000;26;BD;4425;DE MONTREAL;6200;NICE;6;88;;NM;204;;145;;;;;;;;;;1;2;Appartement;22;1;
12/06/2020;Vente en l'̩tat futur d'ach̬vement;20600000;;;;;;NICE;6;88;;CA;13;;463;;;;;;;;;;1;;;;;
12/06/2020;Vente en l'̩tat futur d'ach̬vement;20600000;;;;;;NICE;6;88;;CA;13;;217;;;;;;;;;;1;;;;;
12/06/2020;Vente en l'̩tat futur d'ach̬vement;20060200;;;;;;NICE;6;88;;CA;80;;10033;4010;;;;;;;;;1;;;;;
08/06/2020;Vente;21500000;99;AV;1805;CYRILLE BESSET;6100;NICE;6;88;;EA;236;;149;;65;6500;;;;;;;2;2;Appartement;63;4;
08/06/2020;Vente;14500000;20;AV;1045;DE LA CALIFORNIE;6200;NICE;6;88;;MP;495;;119;2782;;;;;;;;;1;2;Appartement;26;1;
02/06/2020;Vente;20000000;133;AV;6035;SAINTE MARGUERITE;6200;NICE;6;88;;OE;49;;20;;57;7014;;;;;;;2;2;Appartement;67;4;
08/06/2020;Vente;2500000;170;BD;4483;NAPOLEON III;6200;NICE;6;88;;NS;211;;74;;;;;;;;;;1;3;D̩pendance;0;0;
23/06/2020;Vente;28500000;103;BD;2755;GAMBETTA;6000;NICE;6;88;;MH;201;;2;6298;31;;;;;;;;2;2;Appartement;62;3;
05/06/2020;Vente;13700000;26;BD;4425;DE MONTREAL;6200;NICE;6;88;;NM;204;;131;3200;88;;;;;;;;2;2;Appartement;31;1;
25/06/2020;Vente;33500000;67;AV;2325;ESTIENNE D ORVES;6000;NICE;6;88;;MK;186;;192;;;;;;;;;;1;3;D̩pendance;0;0;
25/06/2020;Vente;33500000;67;AV;2325;ESTIENNE D ORVES;6000;NICE;6;88;;MK;186;;51;7692;;;;;;;;;1;2;Appartement;75;3;
12/06/2020;Vente;24055000;96;AV;1715;CORNICHE FLEURIE;6200;NICE;6;88;;NM;218;;5036;;;;;;;;;;1;3;D̩pendance;0;0;
12/06/2020;Vente;24055000;96;AV;1715;CORNICHE FLEURIE;6200;NICE;6;88;;NM;218;;5156;5222;;;;;;;;;1;2;Appartement;54;2;
18/06/2020;Vente en l'̩tat futur d'ach̬vement;70800000;;;;;;NICE;6;88;;NA;175;;3019;;;;;;;;;;1;;;;;
18/06/2020;Vente en l'̩tat futur d'ach̬vement;70800000;;;;;;NICE;6;88;;NA;175;;3086;;;;;;;;;;1;;;;;
15/06/2020;Vente;5600000;259;AV;1045;DE LA CALIFORNIE;6200;NICE;6;88;;NW;176;;3;1803;;;;;;;;;1;4;Local industriel. commercial ou assimil̩;20;0;
15/06/2020;Vente;5600000;325;PROM;240;DES ANGLAIS;6200;NICE;6;88;;NW;176;;22;;;;;;;;;;1;3;D̩pendance;0;0;
17/06/2020;Vente;2400000;1;CHE;650;DE LA BATTERIE RUSSE;6200;NICE;6;88;;NP;195;;51;;;;;;;;;;1;3;D̩pendance;0;0;
18/06/2020;Vente;2700000;3;AV;660;DES BAUMETTES;6000;NICE;6;88;;MO;302;;58;;;;;;;;;;1;3;D̩pendance;0;0;
25/06/2020;Vente;2950000;18;AV;2460;FLEURS;6000;NICE;6;88;;KX;151;;1;981;;;;;;;;;1;2;Appartement;22;2;
11/06/2020;Vente;19440000;216;RTE;745;DE BELLET;6200;NICE;6;88;;MS;277;;113;;;;;;;;;;1;3;D̩pendance;0;0;
11/06/2020;Vente;19440000;216;RTE;745;DE BELLET;6200;NICE;6;88;;MS;277;;54;;71;4605;;;;;;;2;2;Appartement;46;2;
25/06/2020;Vente;21000000;155;AV;1805;CYRILLE BESSET;6100;NICE;6;88;;EA;74;;67;4551;;;;;;;;;1;2;Appartement;45;2;
25/06/2020;Vente;21000000;155;AV;1805;CYRILLE BESSET;6100;NICE;6;88;;EA;74;;40;;;;;;;;;;1;3;D̩pendance;0;0;
11/06/2020;Vente en l'̩tat futur d'ach̬vement;18500000;;;;;;NICE;6;88;;OD;202;;4007;7891;;;;;;;;;1;;;;;
11/06/2020;Vente en l'̩tat futur d'ach̬vement;18500000;;;;;;NICE;6;88;;OD;202;;4044;1275;;;;;;;;;1;;;;;
